date,state,sex,ethnicity,age,population
2020-01-01,Johor,overall_sex,overall_ethnicity,overall_age,4009.7
2020-01-01,Johor,overall_sex,overall_ethnicity,0-4,306.3
2020-01-01,Johor,overall_sex,overall_ethnicity,5-9,322.3
2020-01-01,Johor,overall_sex,overall_ethnicity,10-14,330.7
2020-01-01,Johor,overall_sex,overall_ethnicity,15-19,345.2
2020-01-01,Johor,overall_sex,overall_ethnicity,20-24,388.9
2020-01-01,Johor,overall_sex,overall_ethnicity,25-29,362.6
2020-01-01,Johor,overall_sex,overall_ethnicity,30-34,338.1
2020-01-01,Johor,overall_sex,overall_ethnicity,35-39,318.1
2020-01-01,Johor,overall_sex,overall_ethnicity,40-44,260.1
2020-01-01,Johor,overall_sex,overall_ethnicity,45-49,234.3
2020-01-01,Johor,overall_sex,overall_ethnicity,50-54,212.1
2020-01-01,Johor,overall_sex,overall_ethnicity,55-59,189.1
2020-01-01,Johor,overall_sex,overall_ethnicity,60-64,157.2
2020-01-01,Johor,overall_sex,overall_ethnicity,65-69,94.9
2020-01-01,Johor,overall_sex,overall_ethnicity,70-74,66.0
2020-01-01,Johor,overall_sex,overall_ethnicity,75-79,38.1
2020-01-01,Johor,overall_sex,overall_ethnicity,80-84,24.7
2020-01-01,Johor,overall_sex,overall_ethnicity,85+,20.9
2020-01-01,Johor,male,overall_ethnicity,overall_age,2141.3
2020-01-01,Johor,male,overall_ethnicity,0-4,152.0
2020-01-01,Johor,male,overall_ethnicity,5-9,165.6
2020-01-01,Johor,male,overall_ethnicity,10-14,171.3
2020-01-01,Johor,male,overall_ethnicity,15-19,181.9
2020-01-01,Johor,male,overall_ethnicity,20-24,221.9
2020-01-01,Johor,male,overall_ethnicity,25-29,208.9
2020-01-01,Johor,male,overall_ethnicity,30-34,190.2
2020-01-01,Johor,male,overall_ethnicity,35-39,173.1
2020-01-01,Johor,male,overall_ethnicity,40-44,142.1
2020-01-01,Johor,male,overall_ethnicity,45-49,123.7
2020-01-01,Johor,male,overall_ethnicity,50-54,109.0
2020-01-01,Johor,male,overall_ethnicity,55-59,99.7
2020-01-01,Johor,male,overall_ethnicity,60-64,79.2
2020-01-01,Johor,male,overall_ethnicity,65-69,47.3
2020-01-01,Johor,male,overall_ethnicity,70-74,32.8
2020-01-01,Johor,male,overall_ethnicity,75-79,18.7
2020-01-01,Johor,male,overall_ethnicity,80-84,12.2
2020-01-01,Johor,male,overall_ethnicity,85+,11.6
2020-01-01,Johor,female,overall_ethnicity,overall_age,1868.4
2020-01-01,Johor,female,overall_ethnicity,0-4,154.3
2020-01-01,Johor,female,overall_ethnicity,5-9,156.7
2020-01-01,Johor,female,overall_ethnicity,10-14,159.4
2020-01-01,Johor,female,overall_ethnicity,15-19,163.2
2020-01-01,Johor,female,overall_ethnicity,20-24,167.0
2020-01-01,Johor,female,overall_ethnicity,25-29,153.7
2020-01-01,Johor,female,overall_ethnicity,30-34,147.9
2020-01-01,Johor,female,overall_ethnicity,35-39,144.9
2020-01-01,Johor,female,overall_ethnicity,40-44,118.1
2020-01-01,Johor,female,overall_ethnicity,45-49,110.6
2020-01-01,Johor,female,overall_ethnicity,50-54,103.1
2020-01-01,Johor,female,overall_ethnicity,55-59,89.4
2020-01-01,Johor,female,overall_ethnicity,60-64,78.0
2020-01-01,Johor,female,overall_ethnicity,65-69,47.5
2020-01-01,Johor,female,overall_ethnicity,70-74,33.1
2020-01-01,Johor,female,overall_ethnicity,75-79,19.4
2020-01-01,Johor,female,overall_ethnicity,80-84,12.6
2020-01-01,Johor,female,overall_ethnicity,85+,9.3
2020-01-01,Kedah,overall_sex,overall_ethnicity,overall_age,2131.4
2020-01-01,Kedah,overall_sex,overall_ethnicity,0-4,181.0
2020-01-01,Kedah,overall_sex,overall_ethnicity,5-9,183.4
2020-01-01,Kedah,overall_sex,overall_ethnicity,10-14,174.5
2020-01-01,Kedah,overall_sex,overall_ethnicity,15-19,187.4
2020-01-01,Kedah,overall_sex,overall_ethnicity,20-24,219.7
2020-01-01,Kedah,overall_sex,overall_ethnicity,25-29,196.7
2020-01-01,Kedah,overall_sex,overall_ethnicity,30-34,154.8
2020-01-01,Kedah,overall_sex,overall_ethnicity,35-39,132.8
2020-01-01,Kedah,overall_sex,overall_ethnicity,40-44,117.9
2020-01-01,Kedah,overall_sex,overall_ethnicity,45-49,113.3
2020-01-01,Kedah,overall_sex,overall_ethnicity,50-54,109.7
2020-01-01,Kedah,overall_sex,overall_ethnicity,55-59,103.0
2020-01-01,Kedah,overall_sex,overall_ethnicity,60-64,88.8
2020-01-01,Kedah,overall_sex,overall_ethnicity,65-69,66.7
2020-01-01,Kedah,overall_sex,overall_ethnicity,70-74,45.9
2020-01-01,Kedah,overall_sex,overall_ethnicity,75-79,25.9
2020-01-01,Kedah,overall_sex,overall_ethnicity,80-84,17.6
2020-01-01,Kedah,overall_sex,overall_ethnicity,85+,12.4
2020-01-01,Kedah,male,overall_ethnicity,overall_age,1087.3
2020-01-01,Kedah,male,overall_ethnicity,0-4,94.1
2020-01-01,Kedah,male,overall_ethnicity,5-9,94.7
2020-01-01,Kedah,male,overall_ethnicity,10-14,89.7
2020-01-01,Kedah,male,overall_ethnicity,15-19,98.4
2020-01-01,Kedah,male,overall_ethnicity,20-24,118.6
2020-01-01,Kedah,male,overall_ethnicity,25-29,106.0
2020-01-01,Kedah,male,overall_ethnicity,30-34,79.7
2020-01-01,Kedah,male,overall_ethnicity,35-39,67.3
2020-01-01,Kedah,male,overall_ethnicity,40-44,59.7
2020-01-01,Kedah,male,overall_ethnicity,45-49,55.3
2020-01-01,Kedah,male,overall_ethnicity,50-54,52.5
2020-01-01,Kedah,male,overall_ethnicity,55-59,50.3
2020-01-01,Kedah,male,overall_ethnicity,60-64,42.1
2020-01-01,Kedah,male,overall_ethnicity,65-69,31.9
2020-01-01,Kedah,male,overall_ethnicity,70-74,22.3
2020-01-01,Kedah,male,overall_ethnicity,75-79,11.5
2020-01-01,Kedah,male,overall_ethnicity,80-84,7.6
2020-01-01,Kedah,male,overall_ethnicity,85+,5.5
2020-01-01,Kedah,female,overall_ethnicity,overall_age,1044.1
2020-01-01,Kedah,female,overall_ethnicity,0-4,86.8
2020-01-01,Kedah,female,overall_ethnicity,5-9,88.6
2020-01-01,Kedah,female,overall_ethnicity,10-14,84.8
2020-01-01,Kedah,female,overall_ethnicity,15-19,89.0
2020-01-01,Kedah,female,overall_ethnicity,20-24,101.2
2020-01-01,Kedah,female,overall_ethnicity,25-29,90.7
2020-01-01,Kedah,female,overall_ethnicity,30-34,75.1
2020-01-01,Kedah,female,overall_ethnicity,35-39,65.5
2020-01-01,Kedah,female,overall_ethnicity,40-44,58.2
2020-01-01,Kedah,female,overall_ethnicity,45-49,58.0
2020-01-01,Kedah,female,overall_ethnicity,50-54,57.1
2020-01-01,Kedah,female,overall_ethnicity,55-59,52.8
2020-01-01,Kedah,female,overall_ethnicity,60-64,46.7
2020-01-01,Kedah,female,overall_ethnicity,65-69,34.9
2020-01-01,Kedah,female,overall_ethnicity,70-74,23.6
2020-01-01,Kedah,female,overall_ethnicity,75-79,14.4
2020-01-01,Kedah,female,overall_ethnicity,80-84,10.0
2020-01-01,Kedah,female,overall_ethnicity,85+,6.9
2020-01-01,Kelantan,overall_sex,overall_ethnicity,overall_age,1792.5
2020-01-01,Kelantan,overall_sex,overall_ethnicity,0-4,173.8
2020-01-01,Kelantan,overall_sex,overall_ethnicity,5-9,185.5
2020-01-01,Kelantan,overall_sex,overall_ethnicity,10-14,177.9
2020-01-01,Kelantan,overall_sex,overall_ethnicity,15-19,207.2
2020-01-01,Kelantan,overall_sex,overall_ethnicity,20-24,171.6
2020-01-01,Kelantan,overall_sex,overall_ethnicity,25-29,130.1
2020-01-01,Kelantan,overall_sex,overall_ethnicity,30-34,118.2
2020-01-01,Kelantan,overall_sex,overall_ethnicity,35-39,107.5
2020-01-01,Kelantan,overall_sex,overall_ethnicity,40-44,88.2
2020-01-01,Kelantan,overall_sex,overall_ethnicity,45-49,86.6
2020-01-01,Kelantan,overall_sex,overall_ethnicity,50-54,82.1
2020-01-01,Kelantan,overall_sex,overall_ethnicity,55-59,83.5
2020-01-01,Kelantan,overall_sex,overall_ethnicity,60-64,66.3
2020-01-01,Kelantan,overall_sex,overall_ethnicity,65-69,46.8
2020-01-01,Kelantan,overall_sex,overall_ethnicity,70-74,33.0
2020-01-01,Kelantan,overall_sex,overall_ethnicity,75-79,18.5
2020-01-01,Kelantan,overall_sex,overall_ethnicity,80-84,10.1
2020-01-01,Kelantan,overall_sex,overall_ethnicity,85+,5.8
2020-01-01,Kelantan,male,overall_ethnicity,overall_age,900.1
2020-01-01,Kelantan,male,overall_ethnicity,0-4,88.6
2020-01-01,Kelantan,male,overall_ethnicity,5-9,95.7
2020-01-01,Kelantan,male,overall_ethnicity,10-14,91.8
2020-01-01,Kelantan,male,overall_ethnicity,15-19,104.6
2020-01-01,Kelantan,male,overall_ethnicity,20-24,84.3
2020-01-01,Kelantan,male,overall_ethnicity,25-29,67.8
2020-01-01,Kelantan,male,overall_ethnicity,30-34,61.6
2020-01-01,Kelantan,male,overall_ethnicity,35-39,55.6
2020-01-01,Kelantan,male,overall_ethnicity,40-44,44.8
2020-01-01,Kelantan,male,overall_ethnicity,45-49,41.9
2020-01-01,Kelantan,male,overall_ethnicity,50-54,39.0
2020-01-01,Kelantan,male,overall_ethnicity,55-59,40.3
2020-01-01,Kelantan,male,overall_ethnicity,60-64,31.3
2020-01-01,Kelantan,male,overall_ethnicity,65-69,22.4
2020-01-01,Kelantan,male,overall_ethnicity,70-74,16.0
2020-01-01,Kelantan,male,overall_ethnicity,75-79,8.3
2020-01-01,Kelantan,male,overall_ethnicity,80-84,3.9
2020-01-01,Kelantan,male,overall_ethnicity,85+,2.1
2020-01-01,Kelantan,female,overall_ethnicity,overall_age,892.4
2020-01-01,Kelantan,female,overall_ethnicity,0-4,85.2
2020-01-01,Kelantan,female,overall_ethnicity,5-9,89.8
2020-01-01,Kelantan,female,overall_ethnicity,10-14,86.1
2020-01-01,Kelantan,female,overall_ethnicity,15-19,102.6
2020-01-01,Kelantan,female,overall_ethnicity,20-24,87.3
2020-01-01,Kelantan,female,overall_ethnicity,25-29,62.4
2020-01-01,Kelantan,female,overall_ethnicity,30-34,56.7
2020-01-01,Kelantan,female,overall_ethnicity,35-39,51.8
2020-01-01,Kelantan,female,overall_ethnicity,40-44,43.4
2020-01-01,Kelantan,female,overall_ethnicity,45-49,44.7
2020-01-01,Kelantan,female,overall_ethnicity,50-54,43.1
2020-01-01,Kelantan,female,overall_ethnicity,55-59,43.2
2020-01-01,Kelantan,female,overall_ethnicity,60-64,34.9
2020-01-01,Kelantan,female,overall_ethnicity,65-69,24.3
2020-01-01,Kelantan,female,overall_ethnicity,70-74,17.0
2020-01-01,Kelantan,female,overall_ethnicity,75-79,10.2
2020-01-01,Kelantan,female,overall_ethnicity,80-84,6.1
2020-01-01,Kelantan,female,overall_ethnicity,85+,3.7
2020-01-01,Melaka,overall_sex,overall_ethnicity,overall_age,998.4
2020-01-01,Melaka,overall_sex,overall_ethnicity,0-4,83.1
2020-01-01,Melaka,overall_sex,overall_ethnicity,5-9,82.2
2020-01-01,Melaka,overall_sex,overall_ethnicity,10-14,68.7
2020-01-01,Melaka,overall_sex,overall_ethnicity,15-19,102.6
2020-01-01,Melaka,overall_sex,overall_ethnicity,20-24,91.5
2020-01-01,Melaka,overall_sex,overall_ethnicity,25-29,84.4
2020-01-01,Melaka,overall_sex,overall_ethnicity,30-34,101.8
2020-01-01,Melaka,overall_sex,overall_ethnicity,35-39,74.3
2020-01-01,Melaka,overall_sex,overall_ethnicity,40-44,83.4
2020-01-01,Melaka,overall_sex,overall_ethnicity,45-49,46.1
2020-01-01,Melaka,overall_sex,overall_ethnicity,50-54,40.7
2020-01-01,Melaka,overall_sex,overall_ethnicity,55-59,42.4
2020-01-01,Melaka,overall_sex,overall_ethnicity,60-64,34.0
2020-01-01,Melaka,overall_sex,overall_ethnicity,65-69,27.4
2020-01-01,Melaka,overall_sex,overall_ethnicity,70-74,17.5
2020-01-01,Melaka,overall_sex,overall_ethnicity,75-79,9.1
2020-01-01,Melaka,overall_sex,overall_ethnicity,80-84,5.9
2020-01-01,Melaka,overall_sex,overall_ethnicity,85+,3.3
2020-01-01,Melaka,male,overall_ethnicity,overall_age,524.9
2020-01-01,Melaka,male,overall_ethnicity,0-4,42.9
2020-01-01,Melaka,male,overall_ethnicity,5-9,42.6
2020-01-01,Melaka,male,overall_ethnicity,10-14,35.9
2020-01-01,Melaka,male,overall_ethnicity,15-19,54.3
2020-01-01,Melaka,male,overall_ethnicity,20-24,49.0
2020-01-01,Melaka,male,overall_ethnicity,25-29,44.5
2020-01-01,Melaka,male,overall_ethnicity,30-34,61.7
2020-01-01,Melaka,male,overall_ethnicity,35-39,40.4
2020-01-01,Melaka,male,overall_ethnicity,40-44,43.5
2020-01-01,Melaka,male,overall_ethnicity,45-49,22.9
2020-01-01,Melaka,male,overall_ethnicity,50-54,20.0
2020-01-01,Melaka,male,overall_ethnicity,55-59,21.0
2020-01-01,Melaka,male,overall_ethnicity,60-64,16.8
2020-01-01,Melaka,male,overall_ethnicity,65-69,12.9
2020-01-01,Melaka,male,overall_ethnicity,70-74,8.5
2020-01-01,Melaka,male,overall_ethnicity,75-79,4.3
2020-01-01,Melaka,male,overall_ethnicity,80-84,2.5
2020-01-01,Melaka,male,overall_ethnicity,85+,1.3
2020-01-01,Melaka,female,overall_ethnicity,overall_age,473.5
2020-01-01,Melaka,female,overall_ethnicity,0-4,40.2
2020-01-01,Melaka,female,overall_ethnicity,5-9,39.6
2020-01-01,Melaka,female,overall_ethnicity,10-14,32.7
2020-01-01,Melaka,female,overall_ethnicity,15-19,48.2
2020-01-01,Melaka,female,overall_ethnicity,20-24,42.5
2020-01-01,Melaka,female,overall_ethnicity,25-29,39.9
2020-01-01,Melaka,female,overall_ethnicity,30-34,40.1
2020-01-01,Melaka,female,overall_ethnicity,35-39,34.0
2020-01-01,Melaka,female,overall_ethnicity,40-44,39.9
2020-01-01,Melaka,female,overall_ethnicity,45-49,23.2
2020-01-01,Melaka,female,overall_ethnicity,50-54,20.7
2020-01-01,Melaka,female,overall_ethnicity,55-59,21.5
2020-01-01,Melaka,female,overall_ethnicity,60-64,17.3
2020-01-01,Melaka,female,overall_ethnicity,65-69,14.5
2020-01-01,Melaka,female,overall_ethnicity,70-74,9.0
2020-01-01,Melaka,female,overall_ethnicity,75-79,4.8
2020-01-01,Melaka,female,overall_ethnicity,80-84,3.4
2020-01-01,Melaka,female,overall_ethnicity,85+,2.0
2020-01-01,Pahang,overall_sex,overall_ethnicity,overall_age,1200.0
2020-01-01,Pahang,overall_sex,overall_ethnicity,0-4,92.4
2020-01-01,Pahang,overall_sex,overall_ethnicity,5-9,115.8
2020-01-01,Pahang,overall_sex,overall_ethnicity,10-14,93.9
2020-01-01,Pahang,overall_sex,overall_ethnicity,15-19,99.6
2020-01-01,Pahang,overall_sex,overall_ethnicity,20-24,100.8
2020-01-01,Pahang,overall_sex,overall_ethnicity,25-29,101.3
2020-01-01,Pahang,overall_sex,overall_ethnicity,30-34,110.7
2020-01-01,Pahang,overall_sex,overall_ethnicity,35-39,102.6
2020-01-01,Pahang,overall_sex,overall_ethnicity,40-44,76.3
2020-01-01,Pahang,overall_sex,overall_ethnicity,45-49,62.8
2020-01-01,Pahang,overall_sex,overall_ethnicity,50-54,53.8
2020-01-01,Pahang,overall_sex,overall_ethnicity,55-59,63.0
2020-01-01,Pahang,overall_sex,overall_ethnicity,60-64,45.7
2020-01-01,Pahang,overall_sex,overall_ethnicity,65-69,36.8
2020-01-01,Pahang,overall_sex,overall_ethnicity,70-74,22.9
2020-01-01,Pahang,overall_sex,overall_ethnicity,75-79,11.2
2020-01-01,Pahang,overall_sex,overall_ethnicity,80-84,7.1
2020-01-01,Pahang,overall_sex,overall_ethnicity,85+,3.4
2020-01-01,Pahang,male,overall_ethnicity,overall_age,624.0
2020-01-01,Pahang,male,overall_ethnicity,0-4,45.5
2020-01-01,Pahang,male,overall_ethnicity,5-9,60.4
2020-01-01,Pahang,male,overall_ethnicity,10-14,49.9
2020-01-01,Pahang,male,overall_ethnicity,15-19,52.4
2020-01-01,Pahang,male,overall_ethnicity,20-24,51.9
2020-01-01,Pahang,male,overall_ethnicity,25-29,54.5
2020-01-01,Pahang,male,overall_ethnicity,30-34,61.4
2020-01-01,Pahang,male,overall_ethnicity,35-39,56.3
2020-01-01,Pahang,male,overall_ethnicity,40-44,40.1
2020-01-01,Pahang,male,overall_ethnicity,45-49,32.5
2020-01-01,Pahang,male,overall_ethnicity,50-54,25.9
2020-01-01,Pahang,male,overall_ethnicity,55-59,31.3
2020-01-01,Pahang,male,overall_ethnicity,60-64,22.1
2020-01-01,Pahang,male,overall_ethnicity,65-69,18.4
2020-01-01,Pahang,male,overall_ethnicity,70-74,11.4
2020-01-01,Pahang,male,overall_ethnicity,75-79,5.4
2020-01-01,Pahang,male,overall_ethnicity,80-84,3.2
2020-01-01,Pahang,male,overall_ethnicity,85+,1.3
2020-01-01,Pahang,female,overall_ethnicity,overall_age,576.0
2020-01-01,Pahang,female,overall_ethnicity,0-4,47.0
2020-01-01,Pahang,female,overall_ethnicity,5-9,55.4
2020-01-01,Pahang,female,overall_ethnicity,10-14,44.0
2020-01-01,Pahang,female,overall_ethnicity,15-19,47.3
2020-01-01,Pahang,female,overall_ethnicity,20-24,48.9
2020-01-01,Pahang,female,overall_ethnicity,25-29,46.8
2020-01-01,Pahang,female,overall_ethnicity,30-34,49.3
2020-01-01,Pahang,female,overall_ethnicity,35-39,46.3
2020-01-01,Pahang,female,overall_ethnicity,40-44,36.3
2020-01-01,Pahang,female,overall_ethnicity,45-49,30.3
2020-01-01,Pahang,female,overall_ethnicity,50-54,27.9
2020-01-01,Pahang,female,overall_ethnicity,55-59,31.6
2020-01-01,Pahang,female,overall_ethnicity,60-64,23.5
2020-01-01,Pahang,female,overall_ethnicity,65-69,18.3
2020-01-01,Pahang,female,overall_ethnicity,70-74,11.5
2020-01-01,Pahang,female,overall_ethnicity,75-79,5.8
2020-01-01,Pahang,female,overall_ethnicity,80-84,3.8
2020-01-01,Pahang,female,overall_ethnicity,85+,2.1
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,overall_age,1591.3
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,0-4,135.3
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,5-9,139.8
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,10-14,149.5
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,15-19,157.0
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,20-24,122.2
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,25-29,121.3
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,30-34,133.7
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,35-39,137.2
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,40-44,120.1
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,45-49,89.0
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,50-54,69.6
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,55-59,66.7
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,60-64,49.6
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,65-69,38.6
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,70-74,29.6
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,75-79,14.8
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,80-84,9.6
2020-01-01,Negeri Sembilan,overall_sex,overall_ethnicity,85+,7.7
2020-01-01,Negeri Sembilan,male,overall_ethnicity,overall_age,844.2
2020-01-01,Negeri Sembilan,male,overall_ethnicity,0-4,68.4
2020-01-01,Negeri Sembilan,male,overall_ethnicity,5-9,71.4
2020-01-01,Negeri Sembilan,male,overall_ethnicity,10-14,78.7
2020-01-01,Negeri Sembilan,male,overall_ethnicity,15-19,82.3
2020-01-01,Negeri Sembilan,male,overall_ethnicity,20-24,66.5
2020-01-01,Negeri Sembilan,male,overall_ethnicity,25-29,69.5
2020-01-01,Negeri Sembilan,male,overall_ethnicity,30-34,75.1
2020-01-01,Negeri Sembilan,male,overall_ethnicity,35-39,76.7
2020-01-01,Negeri Sembilan,male,overall_ethnicity,40-44,63.7
2020-01-01,Negeri Sembilan,male,overall_ethnicity,45-49,47.2
2020-01-01,Negeri Sembilan,male,overall_ethnicity,50-54,35.9
2020-01-01,Negeri Sembilan,male,overall_ethnicity,55-59,34.0
2020-01-01,Negeri Sembilan,male,overall_ethnicity,60-64,24.6
2020-01-01,Negeri Sembilan,male,overall_ethnicity,65-69,19.5
2020-01-01,Negeri Sembilan,male,overall_ethnicity,70-74,14.7
2020-01-01,Negeri Sembilan,male,overall_ethnicity,75-79,7.4
2020-01-01,Negeri Sembilan,male,overall_ethnicity,80-84,4.6
2020-01-01,Negeri Sembilan,male,overall_ethnicity,85+,4.0
2020-01-01,Negeri Sembilan,female,overall_ethnicity,overall_age,747.1
2020-01-01,Negeri Sembilan,female,overall_ethnicity,0-4,67.0
2020-01-01,Negeri Sembilan,female,overall_ethnicity,5-9,68.4
2020-01-01,Negeri Sembilan,female,overall_ethnicity,10-14,70.8
2020-01-01,Negeri Sembilan,female,overall_ethnicity,15-19,74.6
2020-01-01,Negeri Sembilan,female,overall_ethnicity,20-24,55.7
2020-01-01,Negeri Sembilan,female,overall_ethnicity,25-29,51.8
2020-01-01,Negeri Sembilan,female,overall_ethnicity,30-34,58.6
2020-01-01,Negeri Sembilan,female,overall_ethnicity,35-39,60.5
2020-01-01,Negeri Sembilan,female,overall_ethnicity,40-44,56.5
2020-01-01,Negeri Sembilan,female,overall_ethnicity,45-49,41.9
2020-01-01,Negeri Sembilan,female,overall_ethnicity,50-54,33.8
2020-01-01,Negeri Sembilan,female,overall_ethnicity,55-59,32.7
2020-01-01,Negeri Sembilan,female,overall_ethnicity,60-64,25.0
2020-01-01,Negeri Sembilan,female,overall_ethnicity,65-69,19.2
2020-01-01,Negeri Sembilan,female,overall_ethnicity,70-74,14.8
2020-01-01,Negeri Sembilan,female,overall_ethnicity,75-79,7.4
2020-01-01,Negeri Sembilan,female,overall_ethnicity,80-84,5.0
2020-01-01,Negeri Sembilan,female,overall_ethnicity,85+,3.7
2020-01-01,Perak,overall_sex,overall_ethnicity,overall_age,2496.0
2020-01-01,Perak,overall_sex,overall_ethnicity,0-4,170.2
2020-01-01,Perak,overall_sex,overall_ethnicity,5-9,210.3
2020-01-01,Perak,overall_sex,overall_ethnicity,10-14,198.2
2020-01-01,Perak,overall_sex,overall_ethnicity,15-19,222.5
2020-01-01,Perak,overall_sex,overall_ethnicity,20-24,220.0
2020-01-01,Perak,overall_sex,overall_ethnicity,25-29,187.4
2020-01-01,Perak,overall_sex,overall_ethnicity,30-34,189.9
2020-01-01,Perak,overall_sex,overall_ethnicity,35-39,192.3
2020-01-01,Perak,overall_sex,overall_ethnicity,40-44,168.2
2020-01-01,Perak,overall_sex,overall_ethnicity,45-49,135.4
2020-01-01,Perak,overall_sex,overall_ethnicity,50-54,128.7
2020-01-01,Perak,overall_sex,overall_ethnicity,55-59,138.1
2020-01-01,Perak,overall_sex,overall_ethnicity,60-64,111.7
2020-01-01,Perak,overall_sex,overall_ethnicity,65-69,90.4
2020-01-01,Perak,overall_sex,overall_ethnicity,70-74,63.7
2020-01-01,Perak,overall_sex,overall_ethnicity,75-79,34.3
2020-01-01,Perak,overall_sex,overall_ethnicity,80-84,22.3
2020-01-01,Perak,overall_sex,overall_ethnicity,85+,12.6
2020-01-01,Perak,male,overall_ethnicity,overall_age,1300.2
2020-01-01,Perak,male,overall_ethnicity,0-4,87.6
2020-01-01,Perak,male,overall_ethnicity,5-9,109.5
2020-01-01,Perak,male,overall_ethnicity,10-14,104.0
2020-01-01,Perak,male,overall_ethnicity,15-19,115.9
2020-01-01,Perak,male,overall_ethnicity,20-24,118.4
2020-01-01,Perak,male,overall_ethnicity,25-29,107.5
2020-01-01,Perak,male,overall_ethnicity,30-34,106.6
2020-01-01,Perak,male,overall_ethnicity,35-39,106.0
2020-01-01,Perak,male,overall_ethnicity,40-44,90.4
2020-01-01,Perak,male,overall_ethnicity,45-49,67.4
2020-01-01,Perak,male,overall_ethnicity,50-54,62.6
2020-01-01,Perak,male,overall_ethnicity,55-59,67.4
2020-01-01,Perak,male,overall_ethnicity,60-64,53.8
2020-01-01,Perak,male,overall_ethnicity,65-69,43.1
2020-01-01,Perak,male,overall_ethnicity,70-74,30.1
2020-01-01,Perak,male,overall_ethnicity,75-79,15.7
2020-01-01,Perak,male,overall_ethnicity,80-84,9.5
2020-01-01,Perak,male,overall_ethnicity,85+,4.6
2020-01-01,Perak,female,overall_ethnicity,overall_age,1195.8
2020-01-01,Perak,female,overall_ethnicity,0-4,82.6
2020-01-01,Perak,female,overall_ethnicity,5-9,100.8
2020-01-01,Perak,female,overall_ethnicity,10-14,94.2
2020-01-01,Perak,female,overall_ethnicity,15-19,106.6
2020-01-01,Perak,female,overall_ethnicity,20-24,101.6
2020-01-01,Perak,female,overall_ethnicity,25-29,79.9
2020-01-01,Perak,female,overall_ethnicity,30-34,83.3
2020-01-01,Perak,female,overall_ethnicity,35-39,86.3
2020-01-01,Perak,female,overall_ethnicity,40-44,77.8
2020-01-01,Perak,female,overall_ethnicity,45-49,67.9
2020-01-01,Perak,female,overall_ethnicity,50-54,66.0
2020-01-01,Perak,female,overall_ethnicity,55-59,70.7
2020-01-01,Perak,female,overall_ethnicity,60-64,57.9
2020-01-01,Perak,female,overall_ethnicity,65-69,47.2
2020-01-01,Perak,female,overall_ethnicity,70-74,33.6
2020-01-01,Perak,female,overall_ethnicity,75-79,18.5
2020-01-01,Perak,female,overall_ethnicity,80-84,12.8
2020-01-01,Perak,female,overall_ethnicity,85+,8.0
2020-01-01,Perlis,overall_sex,overall_ethnicity,overall_age,284.9
2020-01-01,Perlis,overall_sex,overall_ethnicity,0-4,19.1
2020-01-01,Perlis,overall_sex,overall_ethnicity,5-9,19.4
2020-01-01,Perlis,overall_sex,overall_ethnicity,10-14,19.7
2020-01-01,Perlis,overall_sex,overall_ethnicity,15-19,37.1
2020-01-01,Perlis,overall_sex,overall_ethnicity,20-24,32.3
2020-01-01,Perlis,overall_sex,overall_ethnicity,25-29,20.9
2020-01-01,Perlis,overall_sex,overall_ethnicity,30-34,19.6
2020-01-01,Perlis,overall_sex,overall_ethnicity,35-39,19.3
2020-01-01,Perlis,overall_sex,overall_ethnicity,40-44,25.9
2020-01-01,Perlis,overall_sex,overall_ethnicity,45-49,13.1
2020-01-01,Perlis,overall_sex,overall_ethnicity,50-54,12.5
2020-01-01,Perlis,overall_sex,overall_ethnicity,55-59,13.0
2020-01-01,Perlis,overall_sex,overall_ethnicity,60-64,10.5
2020-01-01,Perlis,overall_sex,overall_ethnicity,65-69,9.3
2020-01-01,Perlis,overall_sex,overall_ethnicity,70-74,6.0
2020-01-01,Perlis,overall_sex,overall_ethnicity,75-79,3.5
2020-01-01,Perlis,overall_sex,overall_ethnicity,80-84,2.2
2020-01-01,Perlis,overall_sex,overall_ethnicity,85+,1.4
2020-01-01,Perlis,male,overall_ethnicity,overall_age,142.3
2020-01-01,Perlis,male,overall_ethnicity,0-4,9.9
2020-01-01,Perlis,male,overall_ethnicity,5-9,10.1
2020-01-01,Perlis,male,overall_ethnicity,10-14,10.3
2020-01-01,Perlis,male,overall_ethnicity,15-19,19.4
